player_name_raw_skillcorner,player_name_normalized,dominant_team_name,team_season_key,team_season_signature,season_scope,sc_total_minutes,SC_Primary_Position,SC_Primary_Position_Minutes,SC_Primary_Position_Share,SC_Primary_Position_Group,SC_Secondary_Position,SC_Secondary_Position_Minutes,SC_Secondary_Position_Share,SC_Secondary_Position_Group,SC_All_Positions_Detail,analysis_position_code,analysis_position_jp,analysis_position_source
Keita Ueda,Keita Ueda,相模原,2024|相模原,2024|相模原|1002.63,2024-2025,1002.63,LM,670.1,66.83,Midfield,LW,181.95,18.15,Wide Attacker,"LM(670min/66.8%), LW(182min/18.1%), RM(116min/11.6%), LF(29min/2.9%), RW(5min/0.5%)",SH,サイドハーフ,LM (Position Group: Midfield)
Keitaro Konishi,Keitaro Konishi,栃木Ｃ,2025|栃木Ｃ,2025|栃木Ｃ|1719.86,2024-2025,1719.86,Left Center Back,1273.78,74.06,Central Defender,Right Center Back,289.25,16.82,Central Defender,"Left Center Back(1274min/74.1%), Right Center Back(289min/16.8%), Right Back(104min/6.1%), Center Midfield(23min/1.3%), Left Midfield(19min/1.1%), Right Midfield(10min/0.6%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Keito Kawamura,Keito Kawamura,鹿児島,2025|鹿児島,2025|鹿児島|3202.59,2024-2025,3202.59,Center Forward,2715.11,84.78,Center Forward,Left Winger,426.9,13.33,Wide Attacker,"Center Forward(2715min/84.8%), Left Winger(427min/13.3%), Right Winger(61min/1.9%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Ken Tokura,Ken Tokura,岩手,2024|岩手; 2025|栃木Ｃ,2024|岩手|689.27; 2025|栃木Ｃ|424.17,2024-2025,1113.44,CF,655.93,58.91,Center Forward,Center Forward,401.04,36.02,Center Forward,"CF(656min/58.9%), Center Forward(401min/36.0%), Left Forward(23min/2.1%), RW(21min/1.9%), LCB(12min/1.1%)",FW,フォワード,CF (Position Group: Center Forward)
Ken Tshizanga Matsumoto,Ken Tshizanga Matsumoto,奈良,2024|奈良; 2025|宮崎,2024|奈良|1031.90; 2025|宮崎|471.95,2024-2025,1503.85,CF,965.5,64.2,Center Forward,Center Forward,173.49,11.54,Center Forward,"CF(966min/64.2%), Center Forward(173min/11.5%), Attacking Midfield(107min/7.1%), Right Defensive Midfield(106min/7.0%), RF(66min/4.4%), Left Winger(60min/4.0%), Left Midfield(11min/0.8%), Right Midfield(8min/0.5%), Left Defensive Midfield(6min/0.4%)",FW,フォワード,CF (Position Group: Center Forward)
Kengo Fujii,Kengo Fujii,沼津,2025|沼津,2025|沼津|1221.63,2024-2025,1221.63,Left Winger,336.72,27.56,Wide Attacker,Right Winger,318.78,26.09,Wide Attacker,"Left Winger(337min/27.6%), Right Winger(319min/26.1%), Right Forward(142min/11.6%), Left Forward(123min/10.1%), Right Wing Back(121min/9.9%), Left Wing Back(109min/8.9%), Center Forward(70min/5.8%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Kengo Kawamata,Kengo Kawamata,沼津,2025|沼津; 2024|沼津,2025|沼津|936.03; 2024|沼津|639.47,2024-2025,1575.5,Center Forward,677.52,43.0,Center Forward,CF,623.54,39.58,Center Forward,"Center Forward(678min/43.0%), CF(624min/39.6%), Attacking Midfield(89min/5.6%), Left Midfield(59min/3.7%), Right Winger(50min/3.2%), Left Winger(38min/2.4%), Left Forward(23min/1.4%), DM(16min/1.0%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Kengo Kuroki,Kengo Kuroki,宮崎,2025|宮崎; 2024|宮崎,2025|宮崎|3791.72; 2024|宮崎|2277.81,2024-2025,6069.53,Right Center Back,3693.54,60.85,Central Defender,RCB,2277.81,37.53,Central Defender,"Right Center Back(3694min/60.9%), RCB(2278min/37.5%), Left Back(98min/1.6%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Kenji Dai,Kenji Dai,宮崎,2024|宮崎,2024|宮崎|19.77,2024-2025,19.77,LCB,19.77,100.0,Central Defender,,,,,LCB(20min/100.0%),CB,センターバック,LCB (Position Group: Central Defender)
Kenneth Otabor,Kenneth Otabor,岩手,2024|岩手; 2025|栃木SC,2024|岩手|2092.50; 2025|栃木SC|518.05,2024-2025,2610.55,RWB,526.65,20.17,Full Back,LF,395.87,15.16,Wide Attacker,"RWB(527min/20.2%), LF(396min/15.2%), CF(387min/14.8%), LW(306min/11.7%), Left Winger(208min/8.0%), Right Winger(203min/7.8%), RF(155min/5.9%), RW(148min/5.7%), LM(90min/3.5%), AM(83min/3.2%), Center Forward(49min/1.9%), Left Midfield(38min/1.4%), Attacking Midfield(20min/0.8%)",SB,サイドバック,RWB (Position Group: Full Back)
Kensei Nakashima,Kensei Nakashima,奈良,2025|奈良; 2024|奈良,2025|奈良|2483.27; 2024|奈良|1937.48,2024-2025,4420.75,RM,1225.03,27.71,Midfield,Attacking Midfield,1060.61,23.99,Midfield,"RM(1225min/27.7%), Attacking Midfield(1061min/24.0%), Right Midfield(537min/12.2%), Right Winger(502min/11.3%), DM(413min/9.3%), LM(300min/6.8%), Left Midfield(261min/5.9%), Center Midfield(96min/2.2%), Center Forward(26min/0.6%)",SH,サイドハーフ,RM (Position Group: Midfield)
Kensei Ukita,Kensei Ukita,長野,2024|長野; 2025|長野,2024|長野|1676.88; 2025|長野|1149.04,2024-2025,2825.92,CF,1646.88,58.28,Center Forward,Center Forward,1024.46,36.25,Center Forward,"CF(1647min/58.3%), Center Forward(1024min/36.3%), Left Winger(84min/3.0%), AM(30min/1.1%), Left Midfield(30min/1.1%), Right Winger(10min/0.4%)",FW,フォワード,CF (Position Group: Center Forward)
Kenshin Yuba,Kenshin Yuba,今治,2024|今治,2024|今治|1725.79,2024-2025,1725.79,RWB,1008.03,58.41,Full Back,LWB,193.31,11.2,Full Back,"RWB(1008min/58.4%), LWB(193min/11.2%), RW(108min/6.2%), RB(99min/5.7%), RF(97min/5.6%), RM(96min/5.6%), AM(90min/5.2%), CF(19min/1.1%), LW(15min/0.8%)",SB,サイドバック,RWB (Position Group: Full Back)
Kenshiro Suzuki,Kenshiro Suzuki,沼津,2024|沼津; 2025|沼津,2024|沼津|1940.59; 2025|沼津|1878.53,2024-2025,3819.12,LF,933.04,24.43,Wide Attacker,Left Midfield,675.87,17.7,Midfield,"LF(933min/24.4%), Left Midfield(676min/17.7%), LW(608min/15.9%), Center Forward(593min/15.5%), Left Winger(260min/6.8%), LM(223min/5.8%), Right Midfield(207min/5.4%), Left Wing Back(90min/2.3%), AM(86min/2.3%), RM(76min/2.0%), Right Winger(38min/1.0%), Left Forward(16min/0.4%), RW(15min/0.4%)",SH,サイドハーフ,LF (Position Group: Wide Attacker)
Kensuke Fujiwara,Kensuke Fujiwara,栃木SC,2025|栃木SC; 2024|北九州,2025|栃木SC|2565.54; 2024|北九州|1556.21,2024-2025,4121.75,Right Midfield,2059.17,49.96,Midfield,AM,558.43,13.55,Midfield,"Right Midfield(2059min/50.0%), AM(558min/13.5%), Left Midfield(506min/12.3%), RDM(392min/9.5%), LM(291min/7.1%), LDM(183min/4.4%), DM(81min/2.0%), LW(50min/1.2%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Kenta Fukumori,Kenta Fukumori,栃木SC,2025|栃木SC,2025|栃木SC|1999.82,2024-2025,1999.82,Left Wing Back,1064.95,53.25,Full Back,Right Wing Back,838.2,41.91,Full Back,"Left Wing Back(1065min/53.3%), Right Wing Back(838min/41.9%), Left Center Back(97min/4.8%)",SB,サイドバック,Left Wing Back (Position Group: Full Back)
Kenta Hirose,Kenta Hirose,鹿児島,2025|鹿児島,2025|鹿児島|1228.39,2024-2025,1228.39,Right Center Back,1228.39,100.0,Central Defender,,,,,Right Center Back(1228min/100.0%),CB,センターバック,Right Center Back (Position Group: Central Defender)
Kenta Kikuchi,Kenta Kikuchi,群馬,2025|群馬,2025|群馬|793.59,2024-2025,793.59,Left Center Back,335.68,42.3,Central Defender,Left Wing Back,237.65,29.95,Full Back,"Left Center Back(336min/42.3%), Left Wing Back(238min/29.9%), Right Midfield(86min/10.8%), Left Midfield(50min/6.3%), Left Back(30min/3.7%), Right Defensive Midfield(24min/3.0%), Right Back(21min/2.7%), Left Winger(10min/1.3%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Kenta Okuma,Kenta Okuma,宮崎,2024|宮崎; 2025|宮崎,2024|宮崎|195.11; 2025|宮崎|181.15,2024-2025,376.26,Left Back,114.95,30.55,Full Back,LDM,97.63,25.95,Midfield,"Left Back(115min/30.6%), LDM(98min/25.9%), LM(97min/25.9%), Attacking Midfield(28min/7.4%), Right Defensive Midfield(14min/3.6%), Right Winger(8min/2.2%), Left Winger(6min/1.5%), Left Defensive Midfield(6min/1.5%), Right Midfield(5min/1.3%)",SB,サイドバック,Left Back (Position Group: Full Back)
Kentaro Kai,Kentaro Kai,岐阜,2025|岐阜; 2024|岐阜,2025|岐阜|2394.33; 2024|岐阜|1912.38,2024-2025,4306.71,Right Center Back,1888.82,43.86,Central Defender,RCB,1024.58,23.79,Central Defender,"Right Center Back(1889min/43.9%), RCB(1025min/23.8%), CB(802min/18.6%), Center Back(394min/9.1%), Left Center Back(100min/2.3%), LCB(86min/2.0%), Right Midfield(6min/0.1%), Right Winger(5min/0.1%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Kentaro Shigematsu,Kentaro Shigematsu,琉球,2024|琉球; 2024|FC大阪,2024|琉球|817.03; 2024|FC大阪|24.95,2024-2025,841.98,CF,815.21,96.82,Center Forward,LF,26.77,3.18,Wide Attacker,"CF(815min/96.8%), LF(27min/3.2%)",FW,フォワード,CF (Position Group: Center Forward)
Kento Awano,Kento Awano,福島,2025|福島; 2024|福島,2025|福島|186.88; 2024|福島|167.87,2024-2025,354.75,RB,133.33,37.58,Full Back,Left Winger,62.89,17.73,Wide Attacker,"RB(133min/37.6%), Left Winger(63min/17.7%), Right Forward(48min/13.5%), Right Winger(38min/10.8%), LB(21min/5.8%), Right Back(17min/4.8%), RF(14min/3.9%), Right Midfield(11min/3.0%), Left Forward(10min/2.8%)",SB,サイドバック,RB (Position Group: Full Back)
Kento Dodate,Kento Dodate,YS横浜,2024|YS横浜,2024|YS横浜|327.28,2024-2025,327.28,RM,133.94,40.93,Midfield,RCB,113.61,34.71,Central Defender,"RM(134min/40.9%), RCB(114min/34.7%), LM(27min/8.3%), DM(23min/7.1%), RDM(21min/6.3%), CB(7min/2.1%), LCB(2min/0.5%)",SH,サイドハーフ,RM (Position Group: Midfield)
Kento Nakamura,Kento Nakamura,MIO Biwako Shiga,2025|MIO Biwako Shiga,2025|MIO Biwako Shiga|74.76,2024-2025,74.76,Left Midfield,74.76,100.0,Midfield,,,,,Left Midfield(75min/100.0%),SH,サイドハーフ,Left Midfield (Position Group: Midfield)
Kenya Onodera,Kenya Onodera,MIO Biwako Shiga,2025|MIO Biwako Shiga,2025|MIO Biwako Shiga|100.03,2024-2025,100.03,Center Back,100.03,100.0,Central Defender,,,,,Center Back(100min/100.0%),CB,センターバック,Center Back (Position Group: Central Defender)
Kenyu Sugimoto,Kenyu Sugimoto,大宮,2024|大宮,2024|大宮|1981.06,2024-2025,1981.06,CF,972.07,49.07,Center Forward,AM,487.39,24.6,Midfield,"CF(972min/49.1%), AM(487min/24.6%), LF(273min/13.8%), RF(160min/8.1%), LW(89min/4.5%)",FW,フォワード,CF (Position Group: Center Forward)
Kevin Pytlik,Kevin Pytlik,相模原,2025|相模原,2025|相模原|2342.49,2024-2025,2342.49,Right Center Back,1385.91,59.16,Central Defender,Center Back,756.1,32.28,Central Defender,"Right Center Back(1386min/59.2%), Center Back(756min/32.3%), Left Center Back(200min/8.6%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Kiichi Yajima,Kiichi Yajima,福島,2025|福島; 2024|福島,2025|福島|1073.64; 2024|福島|939.94,2024-2025,2013.58,CF,939.94,46.68,Center Forward,Center Forward,900.66,44.73,Center Forward,"CF(940min/46.7%), Center Forward(901min/44.7%), Right Forward(70min/3.5%), Right Midfield(27min/1.4%), Left Winger(26min/1.3%), Defensive Midfield(23min/1.2%), Right Back(17min/0.9%), Left Midfield(5min/0.2%), Left Forward(5min/0.2%)",FW,フォワード,CF (Position Group: Center Forward)
Kiriya Sakamoto,Kiriya Sakamoto,北九州,2025|北九州,2025|北九州|693.05,2024-2025,693.05,Left Back,693.05,100.0,Full Back,,,,,Left Back(693min/100.0%),SB,サイドバック,Left Back (Position Group: Full Back)
Kisho Yano,Kisho Yano,栃木SC,2025|栃木SC,2025|栃木SC|550.88,2024-2025,550.88,Center Forward,352.89,64.06,Center Forward,Left Winger,118.79,21.56,Wide Attacker,"Center Forward(353min/64.1%), Left Winger(119min/21.6%), Right Midfield(68min/12.3%), Right Winger(11min/2.1%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Ko Watahiki,Ko Watahiki,相模原,2025|相模原; 2024|相模原,2025|相模原|1420.67; 2024|相模原|538.32,2024-2025,1958.99,Left Center Back,1420.67,72.52,Central Defender,RWB,538.32,27.48,Full Back,"Left Center Back(1421min/72.5%), RWB(538min/27.5%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Kodai Dohi,Kodai Dohi,鳥取,2025|鳥取; 2024|今治,2025|鳥取|134.22; 2024|今治|94.14,2024-2025,228.36,Left Midfield,56.7,24.83,Midfield,DM,50.15,21.96,Midfield,"Left Midfield(57min/24.8%), DM(50min/22.0%), LM(44min/19.3%), Right Winger(41min/18.0%), Left Winger(21min/9.4%), Center Forward(15min/6.6%)",SH,サイドハーフ,Left Midfield (Position Group: Midfield)
Kodai Hagino,Kodai Hagino,岐阜,2025|岐阜; 2024|岐阜,2025|岐阜|1783.59; 2024|岐阜|1295.12,2024-2025,3078.71,Right Midfield,1038.63,33.74,Midfield,RM,1002.71,32.57,Midfield,"Right Midfield(1039min/33.7%), RM(1003min/32.6%), Left Midfield(411min/13.3%), Right Defensive Midfield(334min/10.9%), LM(271min/8.8%), LCB(18min/0.6%), LB(3min/0.1%)",SH,サイドハーフ,Right Midfield (Position Group: Midfield)
Kodai Minoda,Kodai Minoda,八戸,2025|八戸; 2024|八戸,2025|八戸|3638.73; 2024|八戸|2003.75,2024-2025,5642.48,Center Back,3347.2,59.32,Central Defender,LCB,1208.76,21.42,Central Defender,"Center Back(3347min/59.3%), LCB(1209min/21.4%), CB(687min/12.2%), Left Center Back(193min/3.4%), RCB(101min/1.8%), Right Midfield(98min/1.7%), LM(8min/0.1%)",CB,センターバック,Center Back (Position Group: Central Defender)
Kohei Kiyama,Kohei Kiyama,北九州,2025|北九州; 2024|北九州,2025|北九州|665.75; 2024|北九州|455.70,2024-2025,1121.45,LDM,351.35,31.33,Midfield,Left Defensive Midfield,331.73,29.58,Midfield,"LDM(351min/31.3%), Left Defensive Midfield(332min/29.6%), Left Midfield(204min/18.2%), RDM(85min/7.6%), Defensive Midfield(31min/2.7%), Right Midfield(28min/2.5%), Right Winger(24min/2.1%), Attacking Midfield(23min/2.1%), Right Defensive Midfield(21min/1.9%), DM(20min/1.7%), Left Winger(3min/0.3%)",CMF,セントラルMF,LDM (Position Group: Midfield)
Kohei Matsumoto,Kohei Matsumoto,富山,2024|富山; 2025|讃岐; 2025|FC大阪,2024|富山|659.09; 2025|讃岐|323.13; 2025|FC大阪|75.11,2024-2025,1057.33,CF,602.04,56.94,Center Forward,Center Forward,374.69,35.44,Center Forward,"CF(602min/56.9%), Center Forward(375min/35.4%), AM(57min/5.4%), Left Winger(12min/1.1%), Left Midfield(12min/1.1%)",FW,フォワード,CF (Position Group: Center Forward)
Kohei Shin,Kohei Shin,長野,2025|長野; 2024|長野,2025|長野|1807.91; 2024|長野|293.52,2024-2025,2101.43,Center Forward,1726.68,82.17,Center Forward,CF,240.84,11.46,Center Forward,"Center Forward(1727min/82.2%), CF(241min/11.5%), Right Winger(53min/2.5%), RF(51min/2.4%), Right Wing Back(29min/1.4%), AM(2min/0.1%)",FW,フォワード,Center Forward (Position Group: Center Forward)
Kohei Takahashi,Kohei Takahashi,八戸,2025|八戸; 2024|長野,2025|八戸|751.79; 2024|長野|680.09,2024-2025,1431.88,Defensive Midfield,536.09,37.44,Midfield,RCB,452.46,31.6,Central Defender,"Defensive Midfield(536min/37.4%), RCB(452min/31.6%), Center Midfield(201min/14.0%), LM(199min/13.9%), LCB(23min/1.6%), Left Midfield(15min/1.0%), CF(6min/0.4%)",CMF,セントラルMF,Defensive Midfield (Position Group: Midfield)
Kohei Tomita,Kohei Tomita,長野,2025|長野; 2024|長野,2025|長野|3402.67; 2024|長野|6.65,2024-2025,3409.32,Left Center Back,1875.86,55.02,Central Defender,Center Back,1526.81,44.78,Central Defender,"Left Center Back(1876min/55.0%), Center Back(1527min/44.8%), LCB(7min/0.2%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Kohei Uchida,Kohei Uchida,栃木SC,2025|栃木SC,2025|栃木SC|864.98,2024-2025,864.98,Center Back,469.51,54.28,Central Defender,Left Center Back,202.48,23.41,Central Defender,"Center Back(470min/54.3%), Left Center Back(202min/23.4%), Right Center Back(193min/22.3%)",CB,センターバック,Center Back (Position Group: Central Defender)
Koji Okumura,Koji Okumura,宮崎,2025|宮崎; 2024|YS横浜,2025|宮崎|3262.44; 2024|YS横浜|1912.38,2024-2025,5174.82,Attacking Midfield,1815.56,35.08,Midfield,LM,1349.04,26.07,Midfield,"Attacking Midfield(1816min/35.1%), LM(1349min/26.1%), Left Winger(986min/19.1%), CF(304min/5.9%), Left Midfield(274min/5.3%), RW(101min/2.0%), LW(98min/1.9%), Left Defensive Midfield(97min/1.9%), Center Forward(91min/1.8%), RM(60min/1.2%)",ST,セカンドトップ,Attacking Midfield (Position Group: Midfield)
Koji Sugiyama,Koji Sugiyama,北九州,2025|北九州; 2024|北九州,2025|北九州|2802.90; 2024|北九州|2586.71,2024-2025,5389.61,Right Center Back,2384.07,44.23,Central Defender,RCB,2288.2,42.46,Central Defender,"Right Center Back(2384min/44.2%), RCB(2288min/42.5%), Center Back(405min/7.5%), CB(299min/5.5%), Left Center Back(7min/0.1%), Right Wing Back(7min/0.1%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Kojiro Yasuda,Kojiro Yasuda,宮崎,2025|宮崎; 2024|宮崎,2025|宮崎|3341.86; 2024|宮崎|1617.79,2024-2025,4959.65,Right Defensive Midfield,1553.18,31.32,Midfield,Right Midfield,1319.62,26.61,Midfield,"Right Defensive Midfield(1553min/31.3%), Right Midfield(1320min/26.6%), RM(1179min/23.8%), RDM(299min/6.0%), Left Defensive Midfield(286min/5.8%), LM(139min/2.8%), Right Winger(98min/2.0%), Left Midfield(85min/1.7%)",CMF,セントラルMF,Right Defensive Midfield (Position Group: Midfield)
Kojo Dadzie,Kojo Dadzie,鳥取,2025|鳥取,2025|鳥取|79.68,2024-2025,79.68,Substitute,34.63,43.46,Substitute,Center Forward,31.9,40.04,Center Forward,"Substitute(35min/43.5%), Center Forward(32min/40.0%), Right Midfield(13min/16.5%)",UNKNOWN,不明,Substitute (Position Group: Substitute)
Koju Yoshio,Koju Yoshio,鹿児島,2025|鹿児島,2025|鹿児島|2285.02,2024-2025,2285.02,Right Winger,1822.78,79.77,Wide Attacker,Left Midfield,346.21,15.15,Midfield,"Right Winger(1823min/79.8%), Left Midfield(346min/15.2%), Left Winger(90min/3.9%), Center Forward(26min/1.1%)",SH,サイドハーフ,Right Winger (Position Group: Wide Attacker)
Koken Kato,Koken Kato,長野,2024|長野; 2025|長野,2024|長野|827.29; 2025|長野|230.33,2024-2025,1057.62,RM,568.81,53.78,Midfield,LM,213.63,20.2,Midfield,"RM(569min/53.8%), LM(214min/20.2%), Center Midfield(96min/9.1%), Right Midfield(86min/8.1%), Left Midfield(48min/4.6%), LF(25min/2.4%), DM(20min/1.9%)",SH,サイドハーフ,RM (Position Group: Midfield)
Koki Doi,Koki Doi,八戸,2025|八戸,2025|八戸|2092.19,2024-2025,2092.19,Defensive Midfield,2092.19,100.0,Midfield,,,,,Defensive Midfield(2092min/100.0%),CMF,セントラルMF,Defensive Midfield (Position Group: Midfield)
Koki Gotoda,Koki Gotoda,琉球,2025|琉球,2025|琉球|31.31,2024-2025,31.31,Right Back,24.04,76.78,Full Back,Left Defensive Midfield,7.27,23.22,Midfield,"Right Back(24min/76.8%), Left Defensive Midfield(7min/23.2%)",SB,サイドバック,Right Back (Position Group: Full Back)
Koki Hasegawa,Koki Hasegawa,北九州,2025|北九州; 2024|北九州,2025|北九州|1121.40; 2024|北九州|365.80,2024-2025,1487.2,Right Center Back,793.06,53.33,Central Defender,RCB,238.01,16.0,Central Defender,"Right Center Back(793min/53.3%), RCB(238min/16.0%), Left Center Back(163min/11.0%), LCB(100min/6.7%), Center Back(99min/6.7%), Attacking Midfield(53min/3.6%), RB(16min/1.0%), CB(12min/0.8%), Right Back(7min/0.4%), Left Winger(6min/0.4%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Koki Inoue,Koki Inoue,沼津,2025|沼津; 2024|沼津,2025|沼津|1770.42; 2024|沼津|495.87,2024-2025,2266.29,Left Center Back,1479.22,65.27,Central Defender,RCB,495.87,21.88,Central Defender,"Left Center Back(1479min/65.3%), RCB(496min/21.9%), Right Center Back(276min/12.2%), Right Back(15min/0.7%)",CB,センターバック,Left Center Back (Position Group: Central Defender)
Koki Ishii,Koki Ishii,長野,2025|長野; 2024|長野,2025|長野|1279.76; 2024|長野|93.98,2024-2025,1373.74,Right Center Back,771.81,56.18,Central Defender,Left Center Back,473.32,34.45,Central Defender,"Right Center Back(772min/56.2%), Left Center Back(473min/34.5%), RCB(73min/5.3%), Center Back(35min/2.5%), LM(21min/1.5%)",CB,センターバック,Right Center Back (Position Group: Central Defender)
Koki Kazama,Koki Kazama,群馬,2025|群馬,2025|群馬|763.73,2024-2025,763.73,Left Winger,344.74,45.14,Wide Attacker,Right Midfield,184.53,24.16,Midfield,"Left Winger(345min/45.1%), Right Midfield(185min/24.2%), Center Midfield(122min/16.0%), Left Midfield(84min/11.0%), Defensive Midfield(17min/2.2%), Left Center Back(12min/1.5%)",SH,サイドハーフ,Left Winger (Position Group: Wide Attacker)
Koki Maezawa,Koki Maezawa,八戸,2024|八戸,2024|八戸|2334.99,2024-2025,2334.99,DM,1175.04,50.32,Midfield,LCB,589.96,25.27,Central Defender,"DM(1175min/50.3%), LCB(590min/25.3%), LWB(196min/8.4%), RWB(177min/7.6%), LM(101min/4.3%), CF(96min/4.1%)",CMF,セントラルMF,DM (Position Group: Midfield)
Koki Matsubara,Koki Matsubara,岩手,2024|岩手,2024|岩手|995.07,2024-2025,995.07,LM,454.45,45.67,Midfield,RM,251.69,25.29,Midfield,"LM(454min/45.7%), RM(252min/25.3%), RW(79min/7.9%), LW(78min/7.8%), RF(64min/6.5%), RB(52min/5.3%), AM(15min/1.5%)",SH,サイドハーフ,LM (Position Group: Midfield)
