player_name,team_name,match_id,match_date,competition_name,season_name,position,position_group,minutes_full_all,source_year
Kei Ikoma,Nara Club,1612547,2025-04-19,J3 League,2025,Left Midfield,Midfield,12.35,2025
Yudai Sawada,Nara Club,1612547,2025-04-19,J3 League,2025,Left Center Back,Central Defender,98.15,2025
Yuto Kunitake,Nara Club,1612547,2025-04-19,J3 League,2025,Left Winger,Wide Attacker,69.57,2025
Yudai Okuda,Nara Club,1612547,2025-04-19,J3 League,2025,Left Back,Full Back,17.1,2025
Ye-chan Yu,Nara Club,1612547,2025-04-19,J3 League,2025,Left Back,Full Back,81.05,2025
Shota Tamura,Nara Club,1612547,2025-04-19,J3 League,2025,Center Forward,Center Forward,98.15,2025
Daichi  Kawai,Nara Club,1612547,2025-04-19,J3 League,2025,Left Winger,Wide Attacker,28.58,2025
Daigo Araki,FC Gifu,1612569,2025-04-20,J3 League,2025,Center Midfield,Midfield,96.22,2025
Jiro Nakamura,FC Gifu,1612569,2025-04-20,J3 League,2025,Right Forward,Wide Attacker,70.22,2025
Riku Nozawa,FC Gifu,1612569,2025-04-20,J3 League,2025,Left Center Back,Central Defender,96.22,2025
Jin Izumisawa,FC Gifu,1612569,2025-04-20,J3 League,2025,Right Forward,Wide Attacker,26.0,2025
Shohei Aihara,FC Gifu,1612569,2025-04-20,J3 League,2025,Left Forward,Wide Attacker,84.85,2025
Luiz Eduardo dos Santos Gonzaga,FC Gifu,1612569,2025-04-20,J3 League,2025,Center Forward,Center Forward,70.22,2025
Ryo Toyama,FC Gifu,1612569,2025-04-20,J3 League,2025,Left Back,Full Back,96.22,2025
Kai  Sasaki,FC Gifu,1612569,2025-04-20,J3 League,2025,Center Forward,Center Forward,26.0,2025
Ryoma Ishida,FC Gifu,1612569,2025-04-20,J3 League,2025,Left Forward,Wide Attacker,11.37,2025
Kentaro Kai,FC Gifu,1612569,2025-04-20,J3 League,2025,Right Center Back,Central Defender,96.22,2025
Kodai Hagino,FC Gifu,1612569,2025-04-20,J3 League,2025,Right Midfield,Midfield,96.22,2025
In-Ju Mun,FC Gifu,1612569,2025-04-20,J3 League,2025,Right Back,Full Back,96.22,2025
Ryoma  Kita,FC Gifu,1612569,2025-04-20,J3 League,2025,Left Midfield,Midfield,96.22,2025
Akira Ibayashi,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Right Center Back,Central Defender,96.22,2025
Mizuki  Uchida,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Right Wing Back,Full Back,67.68,2025
Shohei Kawakami,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Right Wing Back,Full Back,28.53,2025
Kosei Makiyama,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,55.38,2025
Akito Ueno,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,40.83,2025
Yuya Tsukegi,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Center Back,Central Defender,96.22,2025
Shota Kawanishi,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Center Forward,Center Forward,84.72,2025
Yuto Mori,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,96.22,2025
Kazuki Iwamoto,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Left Midfield,Midfield,96.22,2025
Taiga Maekawa,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Left Wing Back,Full Back,28.53,2025
Yuki Morikawa,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Left Wing Back,Full Back,67.68,2025
Hayato Hasegawa,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Right Midfield,Midfield,46.13,2025
Shunji Takemura,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Right Midfield,Midfield,50.08,2025
Soshi Iwagishi,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Center Forward,Center Forward,11.5,2025
Shuto Sago,Kamatamare Sanuki,1612569,2025-04-20,J3 League,2025,Left Center Back,Central Defender,96.22,2025
Hiroki Fujiharu,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Left Back,Full Back,86.97,2025
Takatora Einaga,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,61.57,2025
Shuta Kikuchi,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Right Center Back,Central Defender,98.47,2025
Sota Nagai,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,48.18,2025
Yu Tomidokoro,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Attacking Midfield,Midfield,80.83,2025
Sho Iwamoto,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,36.9,2025
Yuta Sato,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Right Defensive Midfield,Midfield,98.47,2025
Junya Suzuki,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Left Center Back,Central Defender,98.47,2025
Sho Hiramatsu,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Left Defensive Midfield,Midfield,98.47,2025
Jitsuki Tsuha,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Left Back,Full Back,11.5,2025
Ryota Araki,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Right Back,Full Back,98.47,2025
Atsuhito Ihara,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Center Forward,Center Forward,80.83,2025
Shunsuke Motegi,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,50.28,2025
Kazuki Sota,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Attacking Midfield,Midfield,17.63,2025
Anri Narita,FC Ryūkyū,1612575,2025-04-20,J3 League,2025,Center Forward,Center Forward,17.63,2025
Kojiro Yasuda,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Right Defensive Midfield,Midfield,98.47,2025
Keita Nakano,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,5.58,2025
Ren Inoue,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,87.98,2025
Koji Okumura,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Attacking Midfield,Midfield,84.08,2025
Genki  Egawa,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Center Back,Central Defender,84.08,2025
Shu Yoshizawa,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Attacking Midfield,Midfield,14.38,2025
Kengo  Kuroki,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Right Center Back,Central Defender,98.47,2025
Yota Shimokawa,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Back,Full Back,98.47,2025
Mahiro Ano,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,92.88,2025
Yuma Matsumoto,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Right Back,Full Back,98.47,2025
Kenta Okuma,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Defensive Midfield,Midfield,5.58,2025
Keigo Hashimoto,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Center Forward,Center Forward,98.47,2025
Seitaro Tanaka,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Center Back,Central Defender,14.38,2025
Toshiki  Kawai,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Defensive Midfield,Midfield,92.88,2025
Rikuto  Ando,Tegevajaro Miyazaki FC,1612575,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,10.48,2025
Takeaki Harigaya,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Center Midfield,Midfield,101.02,2025
Kiichi Yajima,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Center Forward,Center Forward,31.1,2025
Yuto  Matsunagane,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Left Back,Full Back,69.92,2025
Masayuki Yamada,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Left Center Back,Central Defender,101.02,2025
Hiroki Higuchi,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,88.62,2025
Kota Mori,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,88.62,2025
Uheiji Uehata,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Left Midfield,Midfield,101.02,2025
Naoki Suzu,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Left Back,Full Back,31.1,2025
Kanta Jojo,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Right Midfield,Midfield,101.02,2025
Satoru Nozue,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Right Center Back,Central Defender,101.02,2025
Kazumasa  Shimizu,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,12.4,2025
Tatsuya Anzai,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Right Back,Full Back,101.02,2025
Kaisei  Kano,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,12.4,2025
Ryoma Ishii,Fukushima United FC,1612562,2025-04-20,J3 League,2025,Center Forward,Center Forward,69.92,2025
Hayata Mizuno,Kochi United SC,1612562,2025-04-20,J3 League,2025,Right Midfield,Midfield,75.47,2025
Yusei  Uchida,Kochi United SC,1612562,2025-04-20,J3 League,2025,Center Forward,Center Forward,29.48,2025
Shunya Suzuki,Kochi United SC,1612562,2025-04-20,J3 League,2025,Left Center Back,Central Defender,101.02,2025
Yota Tanabe,Kochi United SC,1612562,2025-04-20,J3 League,2025,Center Back,Central Defender,101.02,2025
Naiki Imai,Kochi United SC,1612562,2025-04-20,J3 League,2025,Right Center Back,Central Defender,51.67,2025
Tomoki Yoshida,Kochi United SC,1612562,2025-04-20,J3 League,2025,Right Center Back,Central Defender,49.35,2025
Yui Takano,Kochi United SC,1612562,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,101.02,2025
Toshiki Toya,Kochi United SC,1612562,2025-04-20,J3 League,2025,Center Forward,Center Forward,37.63,2025
Shosei Kozuki,Kochi United SC,1612562,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,101.02,2025
Manato Kudo,Kochi United SC,1612562,2025-04-20,J3 League,2025,Defensive Midfield,Midfield,101.02,2025
Masaki  Shintani,Kochi United SC,1612562,2025-04-20,J3 League,2025,Center Forward,Center Forward,63.38,2025
Rinta  Miyoshi,Kochi United SC,1612562,2025-04-20,J3 League,2025,Left Midfield,Midfield,71.53,2025
Naoki   Suto,Kochi United SC,1612562,2025-04-20,J3 League,2025,Left Midfield,Midfield,29.48,2025
Asahi  Kanehara,Kochi United SC,1612562,2025-04-20,J3 League,2025,Right Midfield,Midfield,25.55,2025
Kokoro  Kobayashi,Kochi United SC,1612562,2025-04-20,J3 League,2025,Center Forward,Center Forward,71.53,2025
Ibuki Yoshida,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,84.78,2025
Masaki Kaneura,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Defensive Midfield,Midfield,97.27,2025
Takumi  Kawamura,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Right Midfield,Midfield,70.67,2025
Shuto Nagano,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Right Center Back,Central Defender,97.27,2025
Koya Handa,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,12.48,2025
Keita Tanaka,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Right Wing Back,Full Back,21.28,2025
Hayato Nukui,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Left Center Back,Central Defender,97.27,2025
Yuta Togashi,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Right Midfield,Midfield,26.6,2025
Makoto Fukoin,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Left Midfield,Midfield,84.78,2025
Naoto Miki,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,97.27,2025
Sota Maruyama,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Right Wing Back,Full Back,75.98,2025
Hideatsu Ozawa,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Left Wing Back,Full Back,97.27,2025
Atsuki Tojo,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Left Midfield,Midfield,12.48,2025
Seiya Nikaido,Gainare Tottori,1612571,2025-04-20,J3 League,2025,Center Back,Central Defender,97.27,2025
Rodrigo Luiz Angelotti,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,86.05,2025
Makoto Okazaki,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Right Center Back,Central Defender,97.27,2025
Toshiya Tanaka,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,32.02,2025
Shuto Inaba,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Left Midfield,Midfield,32.02,2025
Keito  Kawamura,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,76.15,2025
Koju Yoshio,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,65.25,2025
Hayate Sugii,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Left Back,Full Back,97.27,2025
Charles Nduka,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,21.12,2025
Takumi Yamaguchi,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Right Midfield,Midfield,97.27,2025
Eisuke Watanabe,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Left Midfield,Midfield,65.25,2025
Rei Yonezawa,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,21.12,2025
Seiya Take,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Center Forward,Center Forward,11.22,2025
Mikuto Fukuda,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,76.15,2025
Yoshitaka Aoki,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Right Back,Full Back,97.27,2025
Kazuki Chibu,Kagoshima United FC,1612571,2025-04-20,J3 League,2025,Left Center Back,Central Defender,97.27,2025
Ryonosuke Kabayama,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,78.53,2025
Mahiro Yoshinaga,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Center Forward,Center Forward,11.07,2025
Kiriya  Sakamoto,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Left Back,Full Back,99.58,2025
Fumiya Takayanagi,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Left Defensive Midfield,Midfield,5.37,2025
Yamato Machida,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,21.05,2025
Yuma  Tsujioka,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Left Center Back,Central Defender,99.58,2025
Haruki Izawa,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Left Defensive Midfield,Midfield,94.22,2025
Koji  Sugiyama,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Right Center Back,Central Defender,99.58,2025
Ryuki Hirahara,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Attacking Midfield,Midfield,46.35,2025
Kaoru Yamawaki,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Right Back,Full Back,99.58,2025
Rimpei Okano,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,78.53,2025
Shoma Takayoshi,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Right Defensive Midfield,Midfield,99.58,2025
Seung-Jin Koh,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Attacking Midfield,Midfield,53.23,2025
Sota Watanabe,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Center Forward,Center Forward,88.52,2025
Shuntaro Kawabe,Giravanz Kitakyushu,1612574,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,21.05,2025
Toshio Shimakawa,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Right Midfield,Midfield,99.58,2025
Yuki Muto,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Midfield,Midfield,20.6,2025
Ryo Takano,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,58.65,2025
Ryosuke Kawano,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,40.93,2025
Rafael Victor de Oliveira Furtado,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Center Forward,Center Forward,32.58,2025
Daiki Nakashio,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Back,Full Back,78.98,2025
Akito Takagi,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Center Forward,Center Forward,67.0,2025
Keisuke Ogasawara,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Center Forward,Center Forward,32.58,2025
Yudai Tokunaga,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Midfield,Midfield,78.98,2025
Daisuke Kato,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Right Back,Full Back,99.58,2025
Kazuki Fukui,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,99.58,2025
Masato Tokida,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Center Back,Central Defender,99.58,2025
Kevin Pytlik,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Right Center Back,Central Defender,99.58,2025
Takumi Kato,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Center Forward,Center Forward,67.0,2025
Takato  Takeuchi,SC Sagamihara,1612574,2025-04-20,J3 League,2025,Left Back,Full Back,20.6,2025
Daiki Ogawa,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Right Wing Back,Full Back,77.72,2025
Kosuke Yamamoto,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Left Midfield,Midfield,96.27,2025
Reo Yasunaga,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Left Wing Back,Full Back,29.72,2025
Kazuaki Saso,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,57.57,2025
Ryuhei Yamamoto,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Left Wing Back,Full Back,66.55,2025
Hayato Asakawa,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Center Forward,Center Forward,29.72,2025
Kaiga Murakoshi,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,38.7,2025
Takato Nonomura,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Right Center Back,Central Defender,96.27,2025
Yusuke Kikui,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,96.27,2025
Jiyo Ninomiya,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Center Back,Central Defender,96.27,2025
Justin Homma,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Right Wing Back,Full Back,18.55,2025
Sora Tanaka,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Center Forward,Center Forward,66.55,2025
Gen  Matsumura,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Left Center Back,Central Defender,96.27,2025
Hisashi  Ohashi,Matsumoto Yamaga FC,1612561,2025-04-20,J3 League,2025,Right Midfield,Midfield,96.27,2025
Joe Caletti,Tochigi City,1612561,2025-04-20,J3 League,2025,Left Midfield,Midfield,3.95,2025
Peter Utaka,Tochigi City,1612561,2025-04-20,J3 League,2025,Center Forward,Center Forward,36.47,2025
Ryo Okui,Tochigi City,1612561,2025-04-20,J3 League,2025,Left Back,Full Back,96.27,2025
Toshiki Mori,Tochigi City,1612561,2025-04-20,J3 League,2025,Right Forward,Wide Attacker,21.37,2025
Kunitomo Suzuki,Tochigi City,1612561,2025-04-20,J3 League,2025,Left Forward,Wide Attacker,36.47,2025
Yoshiki Sato,Tochigi City,1612561,2025-04-20,J3 League,2025,Left Center Back,Central Defender,96.27,2025
Yuki Okaniwa,Tochigi City,1612561,2025-04-20,J3 League,2025,Center Midfield,Midfield,96.27,2025
Genya Sekino,Tochigi City,1612561,2025-04-20,J3 League,2025,Left Midfield,Midfield,92.32,2025
Masahide Hiraoka,Tochigi City,1612561,2025-04-20,J3 League,2025,Center Forward,Center Forward,59.8,2025
Ryuga Suzuki,Tochigi City,1612561,2025-04-20,J3 League,2025,Left Forward,Wide Attacker,59.8,2025
Paulo Junichi Tanaka,Tochigi City,1612561,2025-04-20,J3 League,2025,Right Forward,Wide Attacker,74.9,2025
Hiroto  Suzuki,Tochigi City,1612561,2025-04-20,J3 League,2025,Right Back,Full Back,96.27,2025
Riku  Tosa,Tochigi City,1612561,2025-04-20,J3 League,2025,Right Midfield,Midfield,92.32,2025
Shun Utsugi,Tochigi City,1612561,2025-04-20,J3 League,2025,Right Midfield,Midfield,3.95,2025
Keitaro Konishi,Tochigi City,1612561,2025-04-20,J3 League,2025,Right Center Back,Central Defender,96.27,2025
Takayoshi Ishihara,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Wing Back,Full Back,26.82,2025
Anderson Patric Aguiar Oliveira,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Center Forward,Center Forward,70.77,2025
Norimichi Yamamoto,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Center Back,Central Defender,97.58,2025
Daisuke Matsumoto,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Midfield,Midfield,4.33,2025
Keisuke Oyama,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Midfield,Midfield,93.25,2025
Tomoya Osawa,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,76.23,2025
Yusei  Toshida,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Center Forward,Center Forward,26.82,2025
Yuki  Nishiya,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Right Midfield,Midfield,97.58,2025
Kazuki Nishiya,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,76.23,2025
Honoya Shoji,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Right Center Back,Central Defender,97.58,2025
Kyohei Sugiura,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,21.35,2025
Masaya Kojima,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Right Wing Back,Full Back,97.58,2025
Hayato Otani,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Right Winger,Wide Attacker,21.35,2025
Yusei Shinomiya,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Wing Back,Full Back,70.77,2025
Hayate Nagakura,Ishikawa FC Zweigen Kanazawa,1612559,2025-04-20,J3 League,2025,Left Center Back,Central Defender,97.58,2025
Taiyo Igarashi,Tochigi SC,1612559,2025-04-20,J3 League,2025,Left Winger,Wide Attacker,66.73,2025
Hidenori Takahashi,Tochigi SC,1612559,2025-04-20,J3 League,2025,Right Wing Back,Full Back,16.02,2025
Kenta Fukumori,Tochigi SC,1612559,2025-04-20,J3 League,2025,Right Wing Back,Full Back,81.57,2025
Kisho Yano,Tochigi SC,1612559,2025-04-20,J3 League,2025,Right Midfield,Midfield,7.4,2025
Wataru Hiramatsu,Tochigi SC,1612559,2025-04-20,J3 League,2025,Center Back,Central Defender,97.58,2025
